key,title,doi,year,first_author,type,venue,decision,exclusion_criterion,justification,llm_base,adaptation_technique,fine_tuning_method,dataset,output_format,evaluation_method,personalization,educational_level,rq_coverage,key_findings
JZYT922P,Toward Generating Quality Test Questions and Answers Using Quantized Low-Rank Adapters in LLMs,10.1109/ACCESS.2025.3570567,2025,Choi,journalArticle,IEEE Access,IN,,"The article is a core case in the mapping: it applies QLoRA (fine-tuning with quantized low-rank adapters) on LLaMA-3-8B-Instruct to generate high-quality exam questions and answers (KCSAT-ENG). It meets all inclusion criteria: CI1 (LLM as central component: LLaMA-3-8B), CI2 (explicit educational context: didactic material generation for high school students), CI3 (empirical method with quantitative experimentation: 19 QLoRA configurations evaluated), CI4 (didactic material generation: exam questions and answers across 22 task types), CI5 (published in 2025), CI6 (accessible: IEEE Access open access article). It is not an editorial (CE1), not a survey (CE2), not biomedical (CE3), and the LLM drives the didactic generation (not out-of-scope or CE5).",LLaMA-3-8B-Instruct,QLoRA; LoRA; instruction fine-tuning; PEFT,QLoRA (Quantized Low-Rank Adaptation): fine-tuning with 4-bit NF4 quantization and LoRA adapters; separate models for question and answer generation; Chain-of-Thought in question generation prompts,"KCSAT-ENG (Korea College Scholastic Ability Test - English section): custom dataset built from 157 real KCSAT exams and mock tests (3,299 questions, 22 task types); answers generated with GPT-4o","Multiple-choice questions (KCSAT-style); answers with translation and explanatory commentary; 22 task types (fill-in-the-blank, sentence ordering, grammar, etc.)",Format verification (pass rate); BERTScore; BLEU; ROUGE; METEOR; multiple-choice accuracy; professional checklist for educational adequacy,no,"Upper secondary education (students preparing for the KCSAT, the university entrance exam in South Korea)",RQ2; RQ3; RQ4; RQ5; RQ6,"QLoRA applied to LLaMA-3-8B-Instruct improves format verification rate in question generation by 41.5% (81.8% vs 57.8% baseline) and in answer generation by 16.1% (85.7% vs 73.0%) compared to the base model without fine-tuning. The optimal configuration for questions is rank=32, alpha=8 without quantization; for answers, rank=64, alpha=16 with quantization. Using separate models for question and answer generation, combined with a post-validation regeneration step, increases format consistency and factual accuracy."
K3DVJDPZ,"Designing an LLM-Based IELTS Question Generator, Assessment, and Personalized Training System: Architecture and Research Agenda",10.1109/ECTI-CON64996.2025.11101665,2025,Tiratatri,conferencePaper,"Int. Conf. Electr. Eng./Electron., Comput., Telecommun. Inf. Technol., ECTI-CON",IN,,"NOAH is an LLM-based system that fine-tunes GPT-4o on authentic IELTS materials to generate exam questions, audio scripts, and practice content across all four IELTS skills (Listening, Reading, Writing, Speaking), satisfying all inclusion criteria. The paper proposes a concrete implementation using fine-tuning via LLMOps, prompt chaining, and RAG-adjacent retrieval, with preliminary evaluation using the METEOR metric and human expert review.",GPT-4o,fine-tuning; prompting,SFT,"20 authentic IELTS past papers per module (Cambridge University Press, 2020-2024), processed via OCR and formatted for GPT-4o fine-tuning",quiz; exercise; other,automatic-metric; human,yes,language-learning,RQ1; RQ2; RQ3; RQ4; RQ5; RQ6; RQ7; RQ8,"Initial evaluations confirm that fine-tuned GPT-4o generates IELTS-standard content with high METEOR scores and positive expert reviews, though topic drift in the writing module and spatial limitations for maps and diagrams highlight areas for future improvement. The system achieves strong personalization via adaptive mock tests and skill-specific LLM pipelines, with RLHF planned for grading refinement."
KRYV5IBL,MisstepMath: A Diverse Student Mistake Dataset for AI in Mathematics Teacher Training,10.1007/978-3-031-98414-3_27,2025,Ansari,conferencePaper,"ARTIFICIAL INTELLIGENCE IN EDUCATION, AIED 2025, PT I",EX,fuera-alcance,"The paper's primary contribution is MisstepMath, a semi-synthetic dataset of 12,000 student math mistakes paired with teacher responses, designed to support AI-driven teacher training. Although the abstract mentions that the dataset can be used for fine-tuning conversational AI and RAG systems, these are presented as potential downstream applications, not implemented or evaluated in the paper itself. The study does not propose or assess a system that uses LLMs to generate didactic material for learners; rather, it constructs a data resource for training AI models that simulate student errors to help teachers practice. This focus on teacher preparation through student-error simulation falls outside the PICOC scope, which targets LLM-based generation of educational content (lesson plans, exercises, explanations, quizzes) directed at learners, applying FT/RAG/prompting as active methodological contributions.","ChatGPT (GPT-4, used for data augmentation in dataset construction)","Prompting (used during dataset generation phase only, not as a study contribution)",,"MisstepMath -- 12,000 semi-synthetic student math mistakes (K-Grade 8) with teacher responses, categorized into 32 challenge types; seed data from 15 expert educators, expanded with ChatGPT, reviewed by experts","Structured dataset (JSON/tabular): grade, topic, sub-topic, challenge type, student mistake, teacher response","Lexical diversity (TTR), semantic cosine similarity, human expert review, comparison of fine-tuned model vs. zero-shot and RAG baselines",partial,"K-8 (Kindergarten through Grade 8), mathematics",RQ2; RQ3; RQ6,"MisstepMath (12,000 instances) enables AI models to generate more diverse and contextually relevant simulated student interactions. A fine-tuned model using MisstepMath reduced repeated student mistakes to 21% and achieved TTR=0.88, outperforming zero-shot and RAG baselines. The dataset categorizes 32 error types across 9 grade levels, supporting adaptive tutoring and teacher training systems."
LBDFHAMP,Level-specific feedback generation for scene descriptions via fine-tuning multimodal large language models,10.1016/j.caeai.2025.100510,2025,Xie,journalArticle,Computers and Education: Artificial Intelligence,IN,,"Journal article (2025, Computers and Education: Artificial Intelligence) in English. Uses fine-tuning (LoRA) of a multimodal LLM (Qwen-2 + ViT backbone, LLaVA architecture) combined with RAG for level-specific feedback generation in an English language learning context (EFL scene description tasks, K-12 Hong Kong curriculum). Directly addresses CI4 (LLM for didactic content generation), CI5 (fine-tuning + RAG), and provides strong educational personalization aligned to learner proficiency levels (key stages 1-4). Full text available.",Qwen-2; LLaVA (architecture); GPT-4o (dataset construction),Supervised fine-tuning with LoRA (Low-Rank Adaptation) on a curriculum-aligned multimodal instruction-following dataset; RAG used for dataset construction (retrieval of curriculum word lists via vector DB) and at inference for lexical control,"LoRA (rank=128, alpha=256) applied to both the language model backbone (Qwen-2) and the vision-language connector (MLP); visual instruction tuning paradigm; 1 epoch, batch size 16, cosine LR decay","Custom curriculum-aligned multimodal dataset of 6,200 unique image-sentence-feedback triplets, constructed with GPT-4o + RAG using Hong Kong primary and secondary English word lists (key stages 1-4); covers topics: animals, food, home, people, school life, sports, health, city",Natural language written feedback (text) adapted to four educational levels (key stages 1-4) for English scene description tasks,"Expert human evaluation (200 samples, 2 raters) on correctness, readability, and educational effectiveness; SBERT semantic similarity; lexical complexity analysis; pilot learning-gains study comparing level-specific vs. generic feedback; comparison against LLaVA-1.6 7B, Llama 3.2-Vision 11B, GPT-4o baselines",yes,"K-12 (primary and secondary, key stages 1-4, Hong Kong curriculum); EFL learners",RQ1; RQ2; RQ3; RQ4; RQ5; RQ6,"Fine-tuned MLLM significantly outperforms open-source (LLaVA, Llama) and closed-source (GPT-4o) baselines in semantic alignment and lexical appropriateness. The model achieves level-appropriate vocabulary and reduced hallucination. Pilot study shows students receiving level-specific feedback achieved greater learning gains than those receiving generic feedback. RAG-based dataset construction with curriculum word lists is a practical method for building domain-specific instruction-following data for educational fine-tuning."
LRDAT5I7,Automatic Large Language Models Creation of Interactive Learning Lessons,10.48550/arXiv.2506.17356,2025,Lin,preprint,,IN,,"The paper meets all inclusion criteria: (CI1) GPT-4o is the central LLM; (CI2) the context is explicitly educational, covering lesson generation for training secondary-school mathematics tutors; (CI3) the method is empirical, with quantitative and qualitative evaluation by human raters using a rubric; (CI4) the central goal is the automatic generation of structured didactic material, specifically interactive lessons with scenarios, instruction and questions; (CI5) published in 2025 (arXiv:2506.17356); (CI6) accessible via PDF. It uses RAG and prompt engineering with subtask decomposition as adaptation techniques. It is not an editorial, survey, biomedical study, or excluded on CE5 grounds.",GPT-4o (gpt-4o-2024-05-13),RAG (Retrieval-Augmented Generation); prompt engineering; task decomposition prompting,none; no fine-tuning is performed; the system relies entirely on RAG and prompt design with task decomposition,Research articles on effective tutoring practices (retrieved via RAG); human reference lessons created by two instructional designers (3 public lessons on OSF),Structured interactive lesson; scenarios with multiple-choice and open-ended questions; instructional section with examples; title page with learning objectives; conclusion section,Human evaluation by two instructional designers; instructional design rubric (based on lesson design research); consensus scores per section and criterion; qualitative comparative analysis with human-authored lessons,no,Training of novice tutors for middle school mathematics in online environments,RQ2; RQ3; RQ5; RQ6,"Breaking generation into 3 segments produces higher-quality lessons than single-pass or 5-segment generation. The RAG-based approach with GPT-4o yields pedagogically sound, well-structured and scenario-diverse lessons, with a significant time saving over manual authoring. The main limitations are generic feedback for incorrect answers, unclear instructions, and hallucination of bibliographic references even under RAG. Human-AI collaboration is identified as the optimal workflow."
LVM3XWPX,"PromptHive: Demonstrating Collaborative, Human-Centered OER Creation with LLMs",10.1007/978-3-032-03873-9_47,2026,Pardos,conferencePaper,"TWO DECADES OF TEL. FROM LESSONS LEARNT TO CHALLENGES AHEAD, EC-TEL 2025, PT II",IN,,"Conference demo paper (L@S 2025) presenting PromptHive, an open-source platform that uses LLMs (GPT-3.5/4/4o, Llama) with collaborative prompt engineering to generate high-quality OER educational hints. Meets all inclusion criteria: 2025-26, English, conference paper, LLM for didactic content generation, prompting as adaptation technique, full text available. No exclusion criterion applies: it is an empirical system paper (not a review), non-medical, and LLM-centric.",GPT-3.5; GPT-4; GPT-4o; Llama,prompt engineering (human-in-the-loop collaborative prompt authoring and iterative refinement via shared prompt library),,OATutor college algebra structured hint dataset (spreadsheet-based content pool),educational hints (scaffolded OER hints for math problems),"SUS usability scale (89/100), NASA-TLX cognitive load reduction (50%), learning gains pre/post-test (358 college students via Prolific)",no,higher education / undergraduate (college algebra),RQ2; RQ3; RQ5; RQ6; RQ8,"PromptHive enables subject matter experts to collaboratively author and refine LLM prompts to generate high-quality educational hints at scale. It achieved a usability score of 89/100 (SUS), reduced cognitive load by 50% and hint creation time from months to hours. Learning gains with PromptHive-generated hints were statistically equivalent to human-authored hints (no significant difference), demonstrating that human-in-the-loop prompt engineering can match expert-curated content quality while drastically improving scalability."
MW8WYN2K,Enhancing Equitable Access to Secondary Education in Malawi Using Generative AI: A Pilot Study on the Agriculture Subject,10.1002/isd2.70062,2026,Ndebvu,journalArticle,Electronic Journal of Information Systems in Developing Countries,IN,,"Meets all inclusion criteria: published in 2026 (CI1), in English (CI2), journal article (CI3), uses a fine-tuned LLM (LLaMA 2 3B) to generate didactic material, including notes, MCQs and answers to curricular questions, in secondary education (CI4), applies supervised fine-tuning on a locally curated corpus (CI5), and the full text is available (CI6). No exclusion criterion applies: it is not an editorial, review or survey, not biomedical, and it uses an LLM explicitly.",LLaMA 2 3B,"Supervised fine-tuning on a curated corpus from the Malawi national curriculum (MSCE): digital textbooks, past exams and study guides on agriculture",Supervised fine-tuning (SFT) of the pretrained LLaMA 2 3B model on a locally curated corpus from the MSCE agriculture curriculum,"Custom curated corpus: digital textbooks, past exams and study guides from the MSCE agriculture curriculum in Malawi","Conversational chatbot with: auto-generated notes, multiple-choice questionnaires (MCQs), answers to specific curriculum questions, student performance tracking","Mixed-methods pilot study (quantitative and qualitative): TAM surveys (PU/PEOU), DeLone and McLean IS Success model, focus groups, system usage metrics; 200 students and 20 teachers over 6 weeks",yes,"Secondary education (Form 3 and 4, equivalent to upper secondary) in Malawi",RQ1; RQ2; RQ3; RQ4; RQ5; RQ6; RQ7,"The LLaMA 2 3B chatbot fine-tuned on the MSCE curriculum demonstrated technical viability in resource-constrained schools: 93% of participants said they would continue using it and would recommend it, and 82% were satisfied. Local curricular alignment was key to acceptance and reduced hallucinations. The system acted as a scaffolding tool in line with Vygotsky's ZPD, supporting autonomous learning. The ICT4D context highlights that access to electricity and internet remains a barrier to scaling."
MZR9KSQU,Multi-objective math problem generation using large language model through an adaptive multi-level retrieval augmentation framework,10.1016/j.inffus.2025.103037,2025,Sun,journalArticle,Information Fusion,IN,,"Meets all inclusion criteria: (CI1) published in 2025 in Information Fusion; (CI2) in English; (CI3) journal article; (CI4) uses LLMs to generate didactic material, specifically multi-objective mathematics problems with question type, knowledge point and difficulty annotations; (CI5) employs adaptive RAG (AMRAF) as the main technique, with LoRA fine-tuning of the mentor model; (CI6) full text available. No exclusion criterion applies: it is not an editorial, review or survey, not biomedical, and it uses LLMs explicitly.",GPT-3.5-Turbo; ChatGLM3-6B; Baichuan2-7B-Chat; Qwen1.5-14B-Chat,Adaptive RAG (AMRAF: Adaptive Multi-level Retrieval Augmentation Framework) combined with LoRA fine-tuning of the mentor model (Qwen1.5-14B-Chat) for conditional retrieval activation,"LoRA (Low-Rank Adaptation) on Qwen1.5-14B-Chat as the mentor model; alpaca format for training data; AdamW optimizer, 3 epochs, A100 GPU","MMPG (Multi-objective Math Problem Generation): dataset built by the authors with 9,000 mathematics problems in Chinese (LaTeX), annotated with question type, knowledge point and difficulty; elementary to secondary levels; 16,000 question-answer pairs for mentor training (7:1 split)","Multi-objective mathematical word problems with control over: question type (true/false, multiple choice, fill-in-the-blank, problem solving, proof), knowledge point, and difficulty level (0.1-1.0)","Quality score assessed by GPT-4 (LLM judge) across three dimensions: question type, knowledge point and difficulty; direct A/B comparison between models (GPT-4o as arbiter); metrics: solvability, coherence, novelty and pedagogical adequacy",yes,"Primary and secondary education (grades 1-9, K-8/middle school); personalised teaching context for teachers and students",RQ1; RQ2; RQ3; RQ4; RQ5,"AMRAF substantially improves multi-objective generation of mathematics problems with LLMs without requiring parameter adjustment of the base generative model. The LoRA-fine-tuned mentor model adaptively decides when to activate retrieval, avoiding degradation on simple queries, which occurs in 40%+ of cases with indiscriminate RAG. Multi-level retrieval combines semantic similarity search and generation-objective search with a fine-grained feature scorer. The framework is plug-and-play and compatible with both open and closed LLMs. The MMPG dataset of 9,000 samples provides a benchmark for future research on multi-objective mathematics problem generation."
P52H3KIH,LLM4CGDS: Large language model-based agents for Chinese graded document simplification,10.1016/j.engappai.2026.113905,2026,Fang,journalArticle,Engineering Applications of Artificial Intelligence,EX,fuera-alcance,"The paper proposes LLM4CGDS, an agent-based framework for Chinese Graded Document Simplification (CGDS) targeting non-native Chinese language learners. Although the motivating context is language education (graded reading), the paper's core contribution is an NLP text simplification pipeline, not the generation of didactic materials such as lesson plans, exercises, assessments or explanations. The framework uses rule-guided prompting with external knowledge retrieval (dictionaries, corpora) across four specialized agents (Character, Word, Sentence, Discourse), explicitly without fine-tuning. The PICOC of this mapping requires LLMs applied to generating or adapting educational/didactic content; text simplification for reading accessibility is a distinct NLP task that falls outside that scope.",ChatGPT; Qwen2; GLM-4; GPT-4o,"Rule-guided prompting with retrieval-augmented knowledge (dictionaries, example corpora); no fine-tuning",,"JWDS (38 documents with human-crafted simplifications) and MDDS (733 documents across four domains: School, News, Novels, Wiki)","Graded simplified Chinese documents at three proficiency levels (Advanced/Intermediate/Beginner, aligned with HSK 3.0)","Automatic metrics (readability control, meaning preservation) on two datasets; comparison against direct prompting of state-of-the-art LLMs; human evaluation not explicitly detailed in abstract",partial,"Non-native Chinese language learners (all levels: beginner to advanced, aligned with HSK 1-9)",RQ2; RQ3; RQ5,"LLM4CGDS substantially outperforms direct prompting of state-of-the-art LLMs in both readability control and meaning preservation on two Chinese document simplification datasets. The agent-based multi-granular architecture (character, word, sentence, discourse) enables explicit HSK-level control without supervised fine-tuning."
QTWN3Q5I,System Design and Evaluation of RAG-Enhanced Digital Humans in Design Education: Analyzing Cognitive Load and Instructional Efficiency,10.3390/app16021068,2026,Zhou,journalArticle,Applied Sciences (Switzerland),IN,,"Meets all inclusion criteria: journal article (2026, English), presents an LLM-based educational system (Qwen3-30B) with RAG as the central adaptation technique, deployed locally for instruction in university design. It evaluates pedagogical impact through an RCT (N=150) measuring learning outcomes, cognitive load and instructional efficiency. It is not a review, not biomedical, and the full text is available.","Qwen3-30B (MoE, ~3B active parameters, locally deployed via Ollama)","RAG with BGE-Large-Zh embeddings and FAISS index over a knowledge base of design history (digital textbooks, academic articles, architectural case studies); digital human interface (LiveTalking) as an audiovisual delivery channel",,"Internally curated knowledge base: design history textbooks, academic articles and architectural case studies from Dalian Art College; not publicly available",Real-time conversational responses delivered through an audiovisual digital human (avatar); automated lecture scripts; contextual responses to student questions,"Multi-centre RCT (N=150, 3 universities); post-test scores (Cohen's d=1.14); Paas Mental Effort Scale (cognitive load, d=1.71); behavioural engagement metrics (d=1.39); Instructional Efficiency analysis (E experimental=+0.72 vs. control=-0.68)",partial,Higher education (university students of design),RQ2; RQ4; RQ5; RQ6; RQ7,The RAG-based digital human system significantly reduces extraneous cognitive load (d=1.71) and improves academic performance (d=1.14) and engagement (d=1.39) compared to traditional instruction. The instructional efficiency of the experimental group (E=+0.72) versus control (E=-0.68) confirms that RAG frees cognitive resources for higher-order learning. Local deployment with Qwen3-30B and Ollama ensures data privacy and feasibility in resource-limited educational settings.
QY49ZVQL,AI-Driven Question Generation System: Benchmarking Large Language Models for Examination Systems,10.1109/SRC65875.2025.11263698,2025,Abdelhamied,conferencePaper,"Proc. Stud. Res. Conf. Appl. Comput.: AI Innov. a Better Tomorrow, SRC",IN,,"Conference paper (2025) in English that benchmarks and fine-tunes three LLMs (LLaMA 3.2, Mistral 7B, Qwen 2.5-Max) for automated MCQ generation in educational assessment contexts. Uses LoRA fine-tuning and 4-bit quantization. Directly addresses CI4 (LLM for didactic content), CI5 (fine-tuning technique), CI1 (2025), CI2 (EN), CI3 (conference paper). Evaluates quality via BERTScore, ROUGE, and Token Efficiency across three benchmark educational datasets.",LLaMA 3.2; Mistral 7B; Qwen 2.5-Max,Fine-tuning (LoRA + 4-bit quantization via Unsloth framework),LoRA (Low-Rank Adaptation) with 4-bit quantization,"SciQ (13,000+ science MCQs), RACE (97,000+ reading comprehension questions from middle/high school exams), CosmosQA (35,600 commonsense reasoning questions)",Multiple-choice questions (MCQ) with distractors,"BERTScore (semantic similarity), ROUGE-1/2/L (lexical overlap), Token Efficiency (fluency and informativeness), F1-score, Precision, Recall",no,"Secondary (middle/high school via RACE), general/higher education (SciQ, CosmosQA)",RQ2; RQ3; RQ4; RQ5,"Mistral 7B achieved highest F1 on SciQ (0.891) and best ROUGE-L (0.3699), excelling at structured scientific MCQs. Qwen 2.5-Max led on RACE (F1=0.825) and CosmosQA (F1=0.702), outperforming in multi-step and commonsense reasoning. LLaMA 3.2 struggled with implicit reasoning (lowest F1=0.646 on CosmosQA). Fine-tuned LLMs significantly improve automated assessment quality; model choice should match task type (structured vs. reasoning-heavy)."
RAKL98YR,beSEL: A Human-Aligned LLM Teaching Assistant for Enhancing Social-Emotional Learning,10.1007/978-3-031-99264-3_12,2025,Zhang,conferencePaper,"ARTIFICIAL INTELLIGENCE IN EDUCATION: POSTERS AND LATE BREAKING RESULTS, WORKSHOPS AND TUTORIALS, INDUSTRY AND INNOVATION TRACKS, PRACTITIONERS, DOCTORAL CONSORTIUM, BLUE SKY, AND WIDEAIED, AIED 2025, PT II",IN,,"Published in 2025 as a conference paper (AIED 2025, CCIS 2591, pp. 93-101), in English, and directly addresses fine-tuning LLMs (Qwen2.5-3B with LoRA) to generate educational/didactic material for Social-Emotional Learning (SEL). The system generates lesson plans and supports classroom interaction, applying supervised fine-tuning with LoRA as the core adaptation technique, satisfying CI1-CI6.",Qwen2.5-3B; Qwen2.5-72B-Instruct,fine-tuning,LoRA,"Two custom SEL datasets built from 362 award-winning elementary school classroom videos and lesson plans: (1) Teachers' Response QA dataset (instructional interactions) and (2) Teaching Design QA dataset (lesson plan themes and designs), constructed via multi-round LLM-based segmentation and matching.","lesson plan, classroom interaction dialogue, question answering",human,partial,K-12,RQ2; RQ4; RQ5; RQ6; RQ7; RQ8,"beSEL, fine-tuned with LoRA on domain-specific SEL datasets, demonstrates substantially greater emotional intelligence and situational understanding than general-purpose LLMs (e.g., GPT-4o), validating supervised fine-tuning as an effective strategy for human-aligned educational content generation. Future work plans to incorporate RLHF and multimodal support (speech) for more expressive classroom interactions."
REC5WACQ,TwinStar: A Novel Design for Enhanced Test Question Generation Using Dual-LLM Engine,10.3390/app15063055,2025,Zhuge,journalArticle,Applied Sciences (Switzerland),IN,,"Meets all inclusion criteria: 2025 journal article (CI1, CI3), in English (CI2), applies LLMs to generate test questions in higher education (CI4), uses fine-tuning (prompt-tuning on ChatGLM2-6B and LLaMA2-13B) and multi-round prompting as central techniques (CI5), full text available (CI6). It is not a review, survey or editorial, and contains no medical content.",ChatGLM2-6B; LLaMA2-13B,Fine-tuning (prompt-tuning / P-tuning) combined with multi-round prompting; dual-LLM architecture (generation engine and cognitive evaluation engine),Prompt-tuning (P-tuning) on ChatGLM2-6B and LLaMA2-13B using a dataset annotated with Bloom's taxonomy levels,Public dataset of exam questions annotated with Bloom's taxonomy (Figshare: Exam_Question_Datasets/22597957); primary domain: university calculus,Open-ended test questions (exam questions) classified by Bloom's cognitive level,"Automatic metrics: Bloom Adherence (BA) and Knowledge Relevance (KR); comparison with GPT-3.5, GPT-4, Claude and Bard as baselines",partial,Higher education (university calculus),RQ1; RQ2; RQ3; RQ5; RQ6,"TwinStar, a dual engine of lightweight fine-tuned LLMs (ChatGLM2-6B), outperforms GPT-4 and Bard in adherence to Bloom's cognitive level (+50% vs Bard, +21% vs GPT-4) and in overall question quality (+12% vs Bard, +2% vs GPT-4), while consuming negligible memory. The system design combining fine-tuning with multi-round prompting is more efficient than scaling model size. The iterative cognitive evaluation between the two LLMs is the key improvement mechanism."
SB6GZFTY,Knowledge-enhanced large language models for automatic lesson plan generation,10.1057/s41599-025-06004-2,2025,Zheng,journalArticle,Humanities and Social Sciences Communications,IN,,"Journal article (2025) in English. Proposes LessonPlanLM, a knowledge-enhanced LLM framework for automatic lesson plan generation. Directly uses LLMs with both supervised fine-tuning (SFT) and retrieval-augmented fine-tuning (RAFT) to generate structured didactic materials (lesson plans). Addresses structural integrity, logical coherence, content accuracy, and knowledge-awareness, fully aligned with RQ1, RQ2, RQ3, RQ4, RQ5, RQ6, RQ7. No medical/health domain. Full text available.",Qwen2-7B; Qwen2-72B; GPT-4,"Supervised Fine-Tuning (SFT) + Retrieval-Augmented Fine-Tuning (RAFT) using a lesson plan knowledge base (LPKB) with curriculum extractor, semantics collector, and knowledge retriever","Supervised Fine-Tuning (SFT) with a domain-specific lesson plan dataset (139,512 plans / 521,326 components); RAFT combining SFT with RAG from an external knowledge base at inference time","LessonPlanLM dataset: 139,512 lesson plans (521,326 components) crawled from Chinese third-party educational platforms plus GPT-4-simulated plans; covers K-12 (grades 1-12), including 68,363 elementary, 42,594 middle school, 28,555 high school plans","Structured lesson plan with 7 components: textbook analysis (TA), student learning analysis (SLA), lesson objectives (LO), key & difficult points (KDP), materials (MAT), lesson procedure (LP), assessment methods (AE)","4-dimensional human evaluation rubric (structure soundness, content accuracy, logic consistency, language finesse); Fleiss Kappa inter-annotator agreement; comparison against 8 LLM baselines and human-written plans from NPSSSEP and Wookey platforms; also GPT-4 automated scoring",partial,"K-12 (elementary, middle school, high school); current focus on Chinese curriculum; framework designed to generalise internationally",RQ1; RQ2; RQ3; RQ4; RQ5; RQ6; RQ7,"LessonPlanLM (Qwen2-72B) significantly outperforms all LLM baselines (ERNIE Bot, iFlytek Spark, GLM-4, GPT-4, Claude 3.5, Gemini 1.5, Qwen2-7B) and prior lesson-plan generation methods (Self-Critique, Prompt4ChatGPT) across all four evaluation dimensions. RAFT improves content accuracy and language finesse over SFT-only. Both semantics collector data (real S + simulated S*) and the knowledge retriever component of LPKB contribute positively to plan quality. Component-order dependency (LO+KDP then LP then MAT) is critical for logic consistency. The framework achieves performance comparable to human-written plans collected from a national smart-education platform."
SEVNE4AS,AI-Empowered Pedagogical Reform in Power Electronics: A Practical Approach Based on RAG and Virtual Simulation,10.1145/3775073.3775099,2025,Liu,conferencePaper,"Proc. Int. Symp. Artif. Intell. for Educ., ISAIE",IN,,"Conference paper (ACM, ISAIE 2025) presenting an empirically validated AI-enhanced pedagogical framework for Power Electronics education. Deploys a RAG-based LLM intelligent tutoring system (AITEE-PowerElec) using GPT-3.5-turbo fine-tuned on 50,000+ domain-specific Q&A pairs with FAISS vector retrieval. Includes personalized learning support, virtual simulation platform, and project-based learning module. Quasi-experimental study (n=180, 3 semesters) with control group. Meets CI1-CI6; no exclusion criteria apply.",GPT-3.5-turbo,"RAG with domain-specific fine-tuning; FAISS vector database (15,000+ technical documents, 768-dim embeddings); BM25 + dense retrieval hybrid; knowledge graph integration","Supervised fine-tuning on 50,000+ power electronics Q&A pairs","50,000+ domain-specific power electronics Q&A pairs (fine-tuning); 15,000+ technical documents indexed in FAISS (retrieval); data from NingboTech University course materials and textbooks",Conversational Q&A responses; personalized tutoring guidance; Socratic dialogue; resource recommendations; template-based generation with technical accuracy validation,"Quasi-experimental study with control group (n=180 students, 3 semesters, Autumn 2022-Autumn 2024); metrics: daily performance, final exam scores, lab report scores, project innovation ratings; statistical analysis with Cohen's d and p-values",yes,Higher education (undergraduate electrical engineering and automation),RQ2; RQ3; RQ5; RQ7; RQ8,"The three-part AI framework (RAG-based intelligent tutoring + AI-enhanced virtual simulation + AI-assisted project-based learning) significantly outperformed traditional instruction: ~19% increase in final exam scores, ~16% improvement in lab assessment scores, ~20% rise in project innovation ratings (all p<0.001, large effect sizes). Demonstrates that integrated RAG + fine-tuned LLM systems can effectively address theory-practice gaps in engineering education and deliver measurable learning gains."
SGY7MQ35,PromptHive: Bringing Subject Matter Experts Back to the Forefront with Collaborative Prompt Engineering for Educational Content Creation,10.1145/3706598.3714051,2025,Reza,conferencePaper,Conf Hum Fact Comput Syst Proc,IN,,"Meets all inclusion criteria: published in 2025 (CHI'25), in English, conference paper, uses LLMs (GPT-4o) to generate didactic materials (hints and scaffolds for algebra problems), and applies collaborative structured prompt engineering as adaptation technique CI5. Not a systematic review or medical study. Validated through a user study (n=10 experts, SUS=89/100) and a learning gain study (n=358 students). Relevant to RQ2 (quality of generated content), RQ3 (prompting techniques), RQ5 (evaluation), RQ6 (output formats: hints/scaffolds), RQ7 (human roles in the workflow), and RQ8 (HCI aspects of the authoring process).",GPT-4o,"Collaborative prompt engineering with subject matter expert (SME) involvement; structured 4-stage workflow (Load, Author, Iterate, Share) with a shared prompt library at textbook-level and lesson-level abstraction; self-consistency prompting; no fine-tuning or RAG",,OpenStax College Algebra 2e textbook content via OATutor spreadsheet; 358 college learners for learning gain study; 10 SMEs for user study,Hints and scaffolds (plain hints and step-by-step scaffolded hints) in structured JSON format for integration into the OATutor adaptive tutoring system,"User study (n=10 SMEs): SUS usability scale (score=89/100), NASA-TLX cognitive load (55.17 to 26.73), XAI trust scale, semi-structured interviews; Learning gain RCT (n=358 students): comparison of PromptHive-generated hints vs. human-authored hints (8.13% vs 7.47% gain, p<0.001 vs. control; p=0.688 vs. human-only)",partial,"College / university (college-level algebra, Open Adaptive Tutor context); also tested with middle school and high school math content",RQ2; RQ3; RQ5; RQ6; RQ7; RQ8,"PromptHive allows subject matter experts (SMEs) to co-author prompts with LLMs to generate hints and scaffolds of quality comparable to human-written ones, reducing authoring time by a factor of 30 and subjective cognitive load by half. The learning gain study with 358 students showed that hints generated with PromptHive produce learning improvements statistically equivalent to manual hints (8.13% vs 7.47%, p=0.688), with excellent usability (SUS=89/100). The system shifts the expert's role from producer to curator: rather than writing content manually, experts guide, evaluate, and iterate on LLM outputs."
